aba	546,阿巴 1050,阿爸 1050,阿爸 2786,阿坝
gaofenghui	1473,高峰会
gaofenghuiyi	1473,高峰会议
gaofengjunjie	2506,高风峻节
gaofengliangjie	840,高风亮节
gaofengqi	1473,高峰期
gaofengxian	672,高风险
gaofengxianqu	672,高风险区
gaofenzi	134,高分子
gaofenzihuaxue	178,高分子化学
gaofushuai	1888,高富帅
gaogan	353,高干
gaogang	927,高港
gaogangqu	927,高港区
gaogao	2673,膏膏
gaogaodidi	592,高高低低
gaogaoshou	143,高高手
gaogaoshouer	192,高高手儿
gaogaoxingxing	531,高高兴兴
gaogaozaishang	134,高高在上
gaoge	1040,高歌 1682,高阁
gaogemengjin	1157,高歌猛进
gaogenxie	1638,高跟鞋
gaogezi	134,高个子
gaogong	134,高工
gaogongzu	2229,高弓足
gaogouli	834,高句丽 2034,高勾丽
gaogu	1326,高估
gaoguai	1146,搞怪
gaoguan	252,高管 432,高官
gaoguanhoulu	2381,高官厚禄
gaoguanxianjue	1925,高官显爵
gaogui	873,高贵 1146,搞鬼
gaohan	1183,高喊 1297,高寒
gaohao	1146,搞好
gaohejin	5501,锆合金
gaohu	843,高呼
gaohuayang	1146,搞花样
gaohuayanger	1146,搞花样儿
gaohun	1146,搞混
gaohuo	1146,搞活
gaoji	415,高级 657,告急 1146,搞基
gaojia	409,高价 846,高架
gaojiadaolu	846,高架道路
gaojian	153,高见 1587,稿件
gaojiao	191,高教
gaojiaobei	1396,高脚杯
gaojiaoyi	1663,高脚椅
gaojiaqiao	1292,高架桥
gaojiasuo	805,高加索
gaojiasuoshanmai	1594,高加索山脉
gaojiaxi	1106,高甲戏
gaojie	310,告解 745,高阶 1101,高街 1531,高洁 1566,告戒 1789,告捷 2770,告诫
gaojieyuyan	745,高阶语言
gaojijunguan	432,高级军官
gaojingdu	435,高精度
gaojinmianfen	2252,高筋面粉
gaojishu	422,高技术
gaojiu	134,高就
gaojixiaoxue	415,高级小学
gaojiyun	728,高积云
gaojiyuyan	493,高级语言
gaojizhiwu	616,高级职务
gaojizhiyuan	616,高级职员
gaojizhongxue	415,高级中学
gaojizhuanyuan	485,高级专员
gaoju	586,高举 678,高居
gaojun	2506,高峻 3704,告竣
gaojuwu	1306,高聚物
gaojuyuandao	2659,高举远蹈
gaokache	717,高卡车
gaokan	134,高看
gaokang	3268,高亢
gaokao	495,高考
gaokeji	422,高科技
gaokong	272,高空
gaokongbing	427,高空病
gaokongjulebu	1909,高空俱乐部
gaokongtantiao	999,高空弹跳
gaokongzuoye	272,高空作业
gaokuang	2735,高旷
gaolan	2101,高栏 3983,皋兰
gaolang	1276,高朗
gaolanxian	3983,皋兰县
gaoleng	700,高冷
gaoli	155,高利 834,高丽 2673,膏立
gaoliang	840,高亮 1416,高梁 3599,高粱
gaoliangchuan	1416,高梁川
gaoliangjiang	2394,高良姜
gaoliangshi	1416,高梁市
gaolibangzi	2288,高丽棒子
gaolicai	1266,高丽菜
gaolichao	834,高丽朝
gaolidai	1605,高利贷
gaolidazangjing	907,高丽大藏经
gaolin	1659,高邻
gaoling	1510,高龄 1965,高陵
gaolingtu	2214,高岭土
gaolingxian	1965,高陵县
gaolishen	834,高丽参
gaoliwangchao	834,高丽王朝
gaolou	876,高楼
gaoloudasha	2264,高楼大厦
gaolu	1711,高卢 1980,高炉
gaoluan	1146,搞乱
gaolujie	1531,高露洁
gaolun	205,高论
gaoluopei	1507,高罗佩
gaoluyu	1711,高卢语
gaomai	1698,高迈
gaoman	822,高慢
gaomanao	5286,缟玛瑙
gaomao	1146,搞毛
gaomaozi	1750,高帽子
gaomengsuanjia	4204,高锰酸钾
gaomi	591,告密 591,高密 591,高密
gaomian	1967,高棉
gaomiao	1250,高妙
gaomidu	591,高密度
gaoming	134,高明 134,高明 203,高名
gaomingqu	265,高明区
gaomishi	591,高密市
gaomizhe	591,告密者
gaomu	694,高木
gaonan	295,高难
gaoneng	134,高能
gaonengliang	241,高能量
gaonenglizi	1714,高能粒子
gaonian	134,高年
gaonianjisheng	415,高年级生
gaonongsuoyou	3105,高浓缩铀
gaopai	1261,高牌
gaopan	2439,高攀
gaopanbushang	2439,高攀不上
gaopengmanzuo	882,高朋满座
gaopi	3604,羔皮
gaopin	1535,高频
gaoping	215,高平 2716,高坪
gaopingqu	2716,高坪区
gaopingshi	254,高平市
gaopingxian	877,高平县
gaoqi	134,高起
gaoqian	1146,搞钱 1630,高迁
gaoqiang	292,高强 1914,高腔
gaoqiao	1292,高桥 3720,高跷
gaoqiaoliumeizi	1292,高桥留美子
gaoqiaoyu	4881,高跷鹬
gaoqing	335,高清 497,高青 4542,告罄
gaoqingdianshi	438,高清电视
gaoqingxian	877,高青县
gaoqingxidu	2220,高清晰度
gaoqiu	312,告求 628,高球
gaoqiubei	1396,高球杯
gaoqiuchang	628,高球场
gaorao	2266,告饶
gaore	606,高热
gaorebing	606,高热病
gaoreliang	606,高热量
gaoren	134,高人
gaorenyideng	158,高人一等
gaoseng	2013,高僧
gaoshan	259,高山
gaoshanbing	427,高山病
gaoshanduanchiying	2902,高山短翅莺
gaoshang	878,高尚
gaoshanjinchique	2331,高山金翅雀
gaoshanlingque	2331,高山岭雀
gaoshanqu	265,高山区
gaoshanquemei	6336,高山雀鹛
gaoshanwujiu	4384,高山兀鹫
gaoshanxuanmuque	2331,高山旋木雀
gaoshanzheng	1258,高山症
gaoshanzu	549,高山族
gaoshao	1201,高烧
gaoshejiqiang	874,高射机枪
gaoshen	401,高深
gaosheng	195,高声 837,高升 1142,高盛
gaoshenmoce	955,高深莫测
gaoshepao	914,高射炮
gaoshi	425,告示 5501,锆石
gaoshikuobu	1675,高视阔步
gaoshipai	1261,告示牌
gaoshou	143,高手 1615,高寿
gaoshouruyun	692,高手如云
gaoshu	231,高数 697,高树
gaoshuxiang	922,高树乡
gaosi	168,高斯 168,高斯
gaosong	656,告送 2163,高耸 2557,告诵
gaosongruyun	2163,高耸入云
gaosu	595,告诉 595,告诉 617,高速 5286,缟素
gaosudang	1933,高速挡
gaosugonglu	617,高速公路
gaosuhuancun	1111,高速缓存
gaosulu	617,高速路
gaosulv	625,高速率
gaosuwangluo	1118,高速网络
gaota	1030,高塔
gaotai	388,高台 1386,高抬
gaotaiguishou	1386,高抬贵手
gaotaixian	877,高台县
gaotang	973,高唐 980,高堂 1618,高汤
gaotangxian	973,高唐县
gaotankuolun	1675,高谈阔论
gaotian	778,高田
gaotianxun	40033,高畑勋
gaotie	779,高铁
gaotipangpi	6623,高体鳑鲏
gaotong	1146,搞通 3905,睾酮
gaotonggongsi	278,高通公司
gaotongxue	3091,高筒靴
gaotou	147,高头 1146,搞头 4222,镐头
gaotu	1060,高徒
gaotui	723,告退
gaowan	3529,睾丸 7464,睪丸
gaowanjisu	3529,睾丸激素
gaowansu	3529,睾丸素
gaowantong	3905,睾丸酮
gaowanzaitong	5907,睾丸甾酮
gaowei	182,高位 520,高维
gaoweidaishucu	2896,高维代数簇
gaoweidu	2697,高纬度
gaoweikongjian	520,高维空间
gaowen	867,高温
gaowulong	1244,搞乌龙
gaoxia	134,高下
gaoxian	877,高县
gaoxiang	2184,高翔
gaoxianwei	2106,高纤维
gaoxianzhi	2150,高仙芝
gaoxiao	551,高效 633,高校 1146,搞笑
gaoxiaolv	625,高效率
gaoxiaoneng	551,高效能
gaoxiaopian	1146,搞笑片
gaoxin	2167,高薪
gaoxinchou	2167,高薪酬
gaoxing	531,高兴
gaoxingjian	979,高行健
gaoxingneng	134,高性能
gaoxinhoulu	2381,高薪厚禄
gaoxinjishu	422,高新技术
gaoxinpinqing	2253,高薪聘请
gaoxinshi	1500,高辛氏
gaoxinyanglian	2167,高薪养廉
gaoxiong	1054,高雄
gaoxiongshi	1054,高雄市
gaoxiongxian	1054,高雄县
gaoxue	2673,膏血
gaoxueli	480,高学历
gaoxuetang	1746,高血糖
gaoxueya	756,高血压
gaoya	756,高压 1139,高雅
gaoyadian	756,高压电
gaoyaguo	2074,高压锅
gaoyang	650,高阳 650,高阳 1084,高扬 3604,羔羊
gaoyangxian	877,高阳县
gaoyao	134,高要 2673,膏药
gaoyaoqi	2673,膏药旗
gaoyaoshi	254,高要市
gaoyaqingxiji	1247,高压清洗机
gaoyashouduan	756,高压手段
gaoyaxian	756,高压线
gaoyayang	1863,高压氧
gaoyayangliaofa	1863,高压氧疗法
gaoyayangzhiliao	1863,高压氧治疗
gaoyi	3132,高邑
gaoyiduanluo	567,告一段落
gaoyin	540,高音
gaoyinbu	540,高音部
gaoyingsha	5501,锆英砂
gaoyinlaba	2704,高音喇叭
gaoyixian	3132,高邑县
gaoyou	1652,高邮
gaoyoushi	1652,高邮市
gaoyu	134,高于 493,告语 2576,告谕
gaoyuan	193,高原 338,高院 386,高远
gaoyuanfanying	237,高原反应
gaoyuanshanchun	4348,高原山鹑
gaoyuanyanliu	5484,高原岩鹨
gaoyun	692,高云
gaoza	2456,搞砸
gaozaitong	5907,睾甾酮
gaozhang	1803,高涨
gaozhanyuanzhu	3320,高瞻远瞩
gaozhao	941,高招
gaozhenwuyou	2605,高枕无忧
gaozhi	310,告之 310,告知 616,高职 1587,稿纸
gaozhibingxing	524,高致病性
gaozhiliang	404,高质量
gaozhixuezheng	2206,高脂血症
gaozhiyuanxiao	633,高职院校
gaozhong	134,高中 134,高中 558,告终
gaozhongsheng	134,高中生
gaozhongxuesheng	134,高中学生
gaozhou	721,高州
gaozhoushi	721,高州市
gaozhuang	624,告状
gaozi	1587,稿子 5889,高赀
gaozong	727,高宗
gaozu	527,高足
gaozufu	1025,高祖父
gaozumu	1025,高祖母
garan	2852,嘎然
gata	3644,噶嗒
gawu	2729,尬舞
gaxia	3644,噶厦
gayi	2729,尬意
gazhi	2852,嘎吱
gazhiwo	2335,夹肢窝 2490,胳肢窝
geai	1665,割爱
gean	518,个案
geanguanhuo	1319,隔岸观火
geba	110,个把
gebailing	1040,歌百灵
gebaini	804,哥白尼
geban	2380,搁板
gebang	3947,蛤蚌
gebaopi	1665,割包皮
gebei	2490,胳臂 6230,袼褙
gebeiguer	3764,胳臂箍儿
gebeizhouer	3010,胳臂肘儿
gebendongxi	1285,各奔东西
gebenhagen	804,哥本哈根
gebenqiancheng	1285,各奔前程
gebi	1380,隔壁 1695,戈壁 1695,戈比 2380,搁笔
gebie	222,个别 222,各别
gebihuangtan	2062,戈壁荒滩
gebilaowang	1380,隔壁老王
gebishamo	1777,戈壁沙漠
gebitan	2062,戈壁滩
gebiyouer	1380,隔壁有耳
gebo	2490,胳膊
gebozhou	3010,胳膊肘
gebozhouzi	3010,胳膊肘子
gebu	1919,葛布
gebulin	804,哥布林
gebuxiangtong	209,各不相同
gecao	1665,割草
gecaoji	1665,割草机
gecha	3600,咯嚓
gechang	1252,歌唱
gechangjia	1252,歌唱家
gechangsai	1252,歌唱赛
gechijijian	357,各持己见
gechu	209,各处 521,革出 521,革除 1665,割除
gechuan	1695,戈船
gechujiaomen	521,革出教门
gechushanmen	521,革出山门
geci	1040,歌词
geda	804,哥大 3549,疙瘩 4533,疙疸 32447,圪垯
gedabalu	898,哥打巴鲁
gedan	1040,歌单
gedang	1933,格挡
gedansike	325,格但斯克
gede	1040,歌德 1040,歌德
gedebao	1521,哥德堡
gedeqisuo	209,各得其所
gedeshi	804,哥德式
gedesitong	1695,戈德斯通
gedi	209,各地
gediao	400,格调
gedie	2835,歌碟
gedou	580,格斗 1319,隔都
geduan	1319,隔断 1665,割断
geduanban	1319,隔断板
geenxidao	888,格恩西岛
geer	192,个儿 804,哥儿 1040,歌儿 1695,戈尔
geerbaqiaofu	1695,戈尔巴乔夫
geerfubote	664,格尔夫波特
geermu	694,格尔木
geermushi	694,格尔木市
geerpi	4610,嗝儿屁
gefang	209,各方 2694,鸽房
gefaweng	2112,葛法翁
gefen	1919,葛粉
gege	12,个个 209,各个 325,格格 804,哥哥 2744,咯咯
gegeburu	325,格格不入
gegen	1919,葛根
gegexiao	346,格格笑 2744,咯咯笑
gegongsongde	2414,歌功颂德
gegu	644,个股
gegudingxin	2356,革故鼎新
geguliaoqin	1665,割股疗亲
geguo	209,各国
gehang	1319,隔行
gehanggeye	209,各行各业
gehangrugeshan	1319,隔行如隔山
gehangsaomiao	1435,隔行扫描
gehe	4004,隔阂
gehong	1919,葛洪
geiding	180,给定
geili	180,给力
geimianzi	180,给面子
geishi	180,给事
geiyi	180,给以
geji	415,各级 856,革吉 2683,歌姬 5398,膈肌
gejian	1319,隔间
gejiaoban	2380,搁脚板
gejiaowu	2380,搁脚物
gejie	288,各界 1665,割接 5153,蛤蚧
gejierenshi	372,各界人士
gejila	856,哥吉拉
gejin	2281,葛巾
gejinsuoneng	488,各尽所能
gejiu	915,个旧
gejiugewei	209,各就各位
gejiushi	915,个旧市
gejixian	877,革吉县
geju	483,格局 1040,歌剧 1665,割据
gejue	1319,隔绝
gejuyuan	1040,歌剧院
gejuyuanmeiying	2662,歌剧院魅影
gekai	1319,隔开
gekui	4614,阁揆
gela	325,格拉
gelaci	1936,格拉茨
geladandongfeng	1473,各拉丹冬峰
geladandongshan	1384,各拉丹冬山
gelahanmu	1061,格拉汉姆
gelaimeijiang	1233,格莱美奖 1919,葛莱美奖
gelanada	684,格拉纳达
gelancai	1266,格兰菜
gelanfenduo	1890,格兰芬多
gelangaodi	1695,戈兰高地
gelanshi	1500,革兰氏
gelanshiyinxing	1500,格兰氏阴性 1500,革兰氏阴性
gelansushike	1919,葛兰素史克
gelante	642,格兰特
gelanyang	650,革兰阳
gelanyangxing	650,革兰阳性
gelaohui	804,哥老会
gelaozu	6006,仡佬族
gelasige	804,格拉斯哥
gele	966,格勒
gelei	311,各类 686,格雷 1695,戈雷
geleibojuecha	1925,格雷伯爵茶
geleimaosi	2339,格雷茅斯
gelenuobuer	969,格勒诺布尔
geli	325,格力 547,个例 1319,隔离 1665,割礼 4426,蛤蛎 4822,蛤蜊
geliao	2234,阁僚
gelie	1665,割裂
geliegaolili	500,格列高利历
geligaoli	325,格里高利
gelimusita	1061,格里姆斯塔
gelin	364,格林
gelinduo	364,格林多 804,哥林多
gelinduohoushu	804,哥林多后书
gelinduoqianshu	804,哥林多前书
gelinglan	1965,格陵兰
gelinglandao	1965,格陵兰岛
gelinnada	684,格林纳达
gelinnizhi	654,格林尼治
gelinsiban	884,格林斯班
gelinweizhi	622,格林威治
gelinweizhicun	712,格林威治村
gelishuang	2631,隔离霜
geliya	804,哥利亚 1040,歌利亚
gelou	1682,阁楼
gelujiya	898,格鲁吉亚
gelujiyaren	898,格鲁吉亚人
gelunbiya	970,哥伦比亚
gelunbu	970,哥伦布
geluofang	1586,哥罗芳
geluolu	2381,葛逻禄
geluonasi	978,格洛纳斯
geluoninggen	1019,格罗宁根
geluosite	978,格洛斯特
geluositejun	2289,格洛斯特郡
geluoxi	1040,歌罗西
geluoxishu	1040,歌罗西书
geluozini	1781,格罗兹尼
gelupai	898,格鲁派
gelv	526,格律 1802,革履
gelvzi	2894,葛缕子
gemen	804,哥们
gemener	804,哥们儿
gemi	1153,歌迷
gemianxixin	1247,革面洗心
geming	521,革命
gemingjia	521,革命家
geminglieshi	802,革命烈士
gemingxianlie	802,革命先烈
gemingxing	521,革命性
gemo	1919,葛摩 1945,隔膜 5398,膈膜
genang	2041,革囊
genban	884,跟班
genbao	541,跟包
genben	352,根本
genbenfa	352,根本法
genbushang	541,跟不上
gencha	3790,根茬
genchai	732,跟差
genchu	464,根除
gencong	541,跟从
gendi	543,根底 5362,根柢
gendiu	1639,跟丢
genfeng	541,跟风
gengbing	2687,耿饼
gengbo	965,更博
gengchen	3072,庚辰
gengchu	2030,耕畜
gengci	221,更次
gengdai	221,更代
gengdangwennu	1850,耕当问奴
gengdi	1538,更递 1850,耕地
gengdie	3018,更迭
gengdong	221,更动
gengdu	1850,耕读
gengfan	1452,更番
gengfu	377,更夫
genggai	350,更改 2919,梗概
genggaoxingneng	221,更高性能
genggeng	2687,耿耿
genggengyuhuai	2687,耿耿于怀
genggu	1123,更鼓
genghou	5612,鲠喉
genghuan	824,更换
gengji	3803,赓即
gengjia	221,更加
gengjie	2687,耿介
genglan	3716,更阑
gengli	3176,耕犁
genglihanqiu	6352,羹藜含糗 31765,羹藜唅糗
genglou	876,更楼 2052,更漏
gengmaxian	2687,耿马县
gengming	221,更名
gengnianqi	253,更年期
gengnu	1850,耕奴
gengpunanshu	1812,更仆难数
gengquan	2919,梗犬
gengse	2919,梗塞
gengshangyicenglou	876,更上一层楼
gengshen	401,更深 3072,庚申
gengsheng	221,更生 743,更胜
gengshengyichou	1677,更胜一筹
gengshenrenjing	722,更深人静
gengshi	221,更是 381,更始
gengsi	2919,梗死
gengtang	3072,庚糖 3907,羹汤
gengti	1079,更替
gengtian	1850,耕田
gengtu	2919,梗图
gengu	3874,亘古
genguanzhiliao	949,根管治疗
gengububian	3874,亘古不变
gengutongjin	3874,亘古通今
genguweiyou	3874,亘古未有
gengwang	2919,梗王
gengwei	221,更为
gengwu	3072,庚午
gengxin	221,更新
gengxinban	810,更新版
gengxinhuandai	824,更新换代
gengxinshi	221,更新世
gengxu	3921,庚戌
gengye	2919,梗咽 3694,哽咽 3961,哽噎
gengyi	725,更衣
gengyin	3422,庚寅
gengyishi	725,更衣室
gengyoushenzhe	626,更有甚者
gengyun	4035,耕耘
gengzhang	318,更张
gengzheng	221,更正
gengzheyouqitian	1850,耕者有其田
gengzhi	2687,耿直 2919,梗直 5612,鲠直
gengzhong	1850,耕种
gengzi	3072,庚子 4239,埂子
gengziguobian	3072,庚子国变
gengzu	2584,更卒 2919,梗阻
gengzuo	1850,耕作
genhao	487,根号
genhe	574,根河
genheshi	574,根河市
genianhuangli	1319,隔年皇历
geniesha	2343,格涅沙
genisibao	1521,哥尼斯堡
genji	352,根基
genjian	5022,跟腱
genjiao	790,跟脚
genjin	541,跟进
genjing	2675,根茎
genjiu	429,根究
genju	352,根据
genjudi	352,根据地
genjue	562,根绝
genjuguiding	352,根据规定
genpai	1167,跟拍
genpichong	2295,跟屁虫
genpigu	2295,跟屁股
genqian	541,跟前 541,跟前
genren	541,跟人
genshang	541,跟上
genshendigu	1429,根深蒂固
genshenyemao	2309,根深叶茂
genshi	352,根式
genshou	541,跟手
gensui	541,跟随
gente	352,根特
gentou	541,跟头
gentouchong	1287,跟头虫
genv	1040,歌女
genxi	352,根系
genxidao	798,根西岛
genxing	352,根性
genxu	444,根须
genyin	540,根音
genyou	352,根由
genyuan	670,根源
genzhe	541,跟着
genzhi	352,根治
genzhiqishui	2540,根汁汽水
genzhu	541,跟注
genzhuangjing	2675,根状茎
genzong	1532,跟踪
genzongkuang	1532,跟踪狂
gepai	2694,鸽派
gepaoduanyi	2324,割袍断义
gepeier	1695,戈培尔
geqi	1665,割弃
geqian	2380,搁浅
geqiangyouer	1319,隔墙有耳
gequ	1066,歌曲 1665,割取
gequsuoxu	408,各取所需
gerang	1665,割让
gere	1319,隔热
gerecailiao	1319,隔热材料
geren	12,个人 209,各人
gerenchongbai	1482,个人崇拜
gerenchuxu	1985,个人储蓄
gerendiannao	646,个人电脑
gerensai	1064,个人赛
gerenshanghai	660,个人伤害
gerenyinsi	1034,个人隐私
gerenzhuyi	208,个人主义
geri	1319,隔日
gerou	1665,割肉
gerui	1695,戈瑞
geruigeer	1919,葛瑞格尔
geruinada	1332,格瑞那达
gesaer	1046,格萨尔
gesake	1046,哥萨克
gesanchawu	1319,隔三差五 3134,隔三岔五
gese	304,各色
gesegeyang	304,各色各样
geshai	3388,格筛
geshan	1319,隔山 1993,隔扇
geshang	1665,割伤
geshe	1665,割舍
gesheng	1040,歌声
geshi	325,格式 1319,隔世
geshidayoulun	1652,歌诗达邮轮
geshigeyang	303,各式各样
geshihua	325,格式化
geshijinsiyan	1705,戈氏金丝燕
geshita	1030,格式塔
geshitaliaofa	1030,格式塔疗法
geshiyanwu	7073,戈氏岩鹀
geshou	1040,歌手
geshu	231,个数
geshui	781,个税
geshujijian	3071,各抒己见
gesidalijia	1476,哥斯大黎加 1476,哥斯达黎加
gesila	804,哥斯拉
gesilaer	1695,戈斯拉尔
gesita	1030,格斯塔
gesong	2414,歌颂
gesun	1665,割损
getai	1040,歌台
getan	1806,歌坛
geteng	2200,葛藤
geteren	804,哥特人
geteshi	804,哥特式
geti	149,个体
getian	1319,隔天
getihu	801,个体户
getijingjixue	360,个体经济学
geting	1217,歌厅
getou	147,个头 147,个头
getouer	192,个头儿
getui	723,革退
gewai	325,格外
gewang	605,格网
gewei	182,个位 209,各位 325,格位
gewu	325,格物 1144,歌舞
gewuji	3332,歌舞伎
gewushengping	1144,歌舞升平
gewutuan	1144,歌舞团
gewuzhizhi	524,格物致知
gexi	1665,割席
gexia	1682,阁下
gexian	1665,割线
gexiansuochang	469,各显所长
gexin	521,革新
gexing	122,个性 1040,歌星
gexinghua	178,个性化
gexingqishi	209,各行其是
gexuesaoyang	3454,隔靴搔痒
geyan	355,格言 3876,歌筵
geyang	209,各样
geyao	2600,歌谣
geye	1319,隔夜
geyi	709,各异 1682,阁议
geyin	1319,隔音 2015,歌吟
geyinfuhao	1319,隔音符号
geying	5398,膈应
geyong	3469,歌咏
geyou	1919,葛优
geyouchi	1709,隔油池
geyouqianqiu	1151,各有千秋
geyousuohao	209,各有所好
geyoutang	1919,葛优躺
gezaixi	1572,歌仔戏
gezao	5063,虼蚤
gezhan	275,个展
gezhi	524,格致 616,革职 2380,搁置 2490,胳肢 2805,咯吱 5398,膈肢
gezhijijian	763,各执己见
gezhipin	521,革制品
gezhisuojian	763,各执所见
gezhiyici	959,各执一词
gezhong	14,个中 209,各种
gezhonggeyang	209,各种各样
gezhongren	14,个中人
gezhongyanse	1545,各种颜色
gezhouba	2786,葛洲坝
gezi	37,个子 209,各自 325,格子 1040,歌子 2694,鸽子
gezihuani	410,格子花呢
gezimianbu	1967,格子棉布
gezini	383,格子呢
geziweizheng	209,各自为政
gongan	232,公安 518,公案
gonganbu	232,公安部
gonganguanyuan	432,公安官员
gonganjiguan	232,公安机关
gonganju	483,公安局
gonganxian	877,公安县
gongba	2786,拱坝
gongbaichuicheng	1592,功败垂成
gongban	367,公办
gongbao	234,公报 2573,拱抱
gongbaojiding	1391,宫保鸡丁 1391,宫爆鸡丁
gongbaorouding	1243,宫爆肉丁
gongbaosichou	1536,公报私仇
gongbei	2229,弓背
gongbeishi	1392,公倍式
gongbeishu	1392,公倍数
gongben	982,宫本
gongbi	956,工笔 3589,拱璧
gongbian	4774,攻砭
gongbing	398,工兵 2809,公秉
gongbu	118,工部 380,公布 1548,贡布 31789,唝吥
gongbujiangda	577,工布江达
gongbujiangdaxian	877,工布江达县
gongbukemo	452,功不可没
gongbulan	2101,公布栏
gongbuyingqiu	550,供不应求
gongce	861,公测 2920,公厕
gongcha	732,公差 1548,贡茶
gongchai	732,公差
gongchan	330,共产
gongchandang	411,共产党
gongchandangxuanyan	770,共产党宣言
gongchandangyuan	411,共产党员
gongchang	963,工厂
gongchangling	2229,弓长岭
gongchanglingqu	2229,弓长岭区
gongchanguoji	423,共产国际
gongchanzhuyi	330,共产主义
gongche	361,公车
gongchen	1138,功臣
gongcheng	314,工程 449,公称 550,供称 588,攻城 982,宫城 1231,共乘 1742,恭城
gongchengbuju	678,功成不居
gongchenglvedi	704,攻城略地
gongchengmingjiu	452,功成名就
gongchengmu	694,攻城木
gongchengshi	333,工程师
gongchengtu	476,工程图
gongchengtuxue	476,工程图学
gongchengxian	982,宫城县 1742,恭城县
gongchengxue	314,工程学
gongchepu	2274,工尺谱
gongchi	1474,公尺
gongchong	2229,弓虫
gongchoujiaocuo	4532,觥筹交错
gongchu	115,公出 330,共处 2030,公畜
gongci	959,供词
gongciji	1058,共刺激
gongcun	384,共存 1904,公寸
gongcunxing	384,共存性
gongcuo	3485,公撮
gongda	588,攻打
gongdan	414,公石 720,公担
gongdang	411,共党 411,工党
gongdao	115,公道 115,公道 2573,拱道
gongdaozirancheng	452,功到自然成
gongdayuqiu	550,供大于求
gongde	256,公德 452,功德
gongdeng	3772,汞灯
gongdewuliang	452,功德无量
gongdexin	256,公德心
gongdeyuanman	1145,功德圆满
gongdi	115,公地 118,工地 523,公敌 543,功底
